com.samsung.shealth.tracker.pedometer_step_count,6227003,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
7208,4,0,12,2023-01-24 20:47:00.000,,,2023-01-24 20:47:45.308,2023-01-24 20:47:45.308,12,1.2222222,8.81,0.56,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 20:48:00.000,d4982bc8-4a17-467e-8ba1-c885967b5a3b,
5125,4,0,10,2023-01-26 15:27:00.000,,,2023-01-26 15:28:13.616,2023-01-26 15:28:13.616,10,1.5277778,7.83,0.47,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 15:28:00.000,eac07912-9ea7-437a-8939-1ac0492fd95d,
16214,4,0,27,2023-01-26 16:28:00.000,,,2023-01-26 16:32:54.876,2023-01-26 16:28:36.215,27,1.2451926,20.189915,1.249998,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 16:29:00.000,70370dd6-886a-4b14-8a95-f4b06cd3cf34,
1200,4,0,2,2023-01-26 17:21:00.000,,,2023-01-26 17:21:32.218,2023-01-26 17:21:32.218,2,1.25,1.5,0.1,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 17:22:00.000,fe06a455-5ae3-466f-a496-30f909f81e09,
7417,4,0,12,2023-01-24 22:11:00.000,,,2023-01-24 22:12:35.273,2023-01-24 22:12:35.273,12,1.1944444,8.86,0.57,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 22:12:00.000,151381a5-2e93-4716-ac0b-984c7fdd02af,
18981,4,0,29,2023-01-26 03:38:00.000,,,2023-01-26 03:41:38.597,2023-01-26 03:41:38.597,29,1.1111112,21.09,1.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 03:39:00.000,0b658614-6a3f-49ed-ab34-8e1c2be0270d,
10487,4,0,16,2023-01-26 17:58:00.000,,,2023-01-26 17:59:00.167,2023-01-26 17:58:53.062,16,1.1041431,11.580036,0.79000074,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 17:59:00.000,d90be9fe-f701-4902-88b3-520ef71de897,
6403,4,0,11,2023-01-25 00:04:00.000,,,2023-01-25 00:05:01.441,2023-01-25 00:05:01.441,11,1.3055556,8.36,0.52,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:05:00.000,48b9f484-2912-4814-82db-d611a7ef9627,
10652,4,0,24,2023-01-26 19:08:00.000,,,2023-01-26 19:08:29.155,2023-01-26 19:08:24.379,24,1.8305874,19.500061,1.0899925,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:09:00.000,8aacedd3-3a49-4eba-80df-7fc2711faed8,
32623,4,0,59,2023-01-25 00:10:00.000,,,2023-01-25 00:15:03.417,2023-01-25 00:15:03.417,59,1.3888888,45.31,2.94,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:11:00.000,568bb436-c5c7-49e8-a1fc-004b7d72b889,
60000,4,0,109,2023-01-26 19:20:00.000,,,2023-01-26 19:21:49.453,2023-01-26 19:20:11.918,109,1.3798333,82.79,5.41,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 19:21:00.000,76ed38ca-669a-4157-bba7-f16ab07f7e4f,
50649,4,0,90,2023-01-26 19:21:00.000,,,2023-01-26 19:32:13.795,2023-01-26 19:32:13.795,90,1.3611112,68.94,4.5,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:22:00.000,ad714b50-7f8e-4851-aa98-04817670d4fb,
15012,4,0,26,2023-01-26 05:10:00.000,,,2023-01-26 05:10:30.735,2023-01-26 05:10:30.735,26,1.3055556,19.6,1.24,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 05:11:00.000,3a70c06d-ffbd-409c-8550-43dfa93b537d,
34092,4,0,54,2023-01-26 17:59:00.000,,,2023-01-26 18:05:51.814,2023-01-26 17:59:00.682,54,1.1644744,39.700024,2.5999992,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 18:00:00.000,75e736c9-7e3e-45e1-af54-b5ad513712d5,
53001,4,0,81,2023-01-25 00:18:00.000,,,2023-01-25 00:20:06.763,2023-01-25 00:20:06.763,81,1.1111112,58.89,4.04,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:19:00.000,af4492b9-7178-4f63-9c43-cc98191989ce,
7889,4,0,11,2023-01-26 10:26:00.000,,,2023-01-26 10:26:28.858,2023-01-26 10:26:28.858,11,0.9722222,7.67,0.57,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 10:27:00.000,3d3d1c07-7c2e-4265-8997-ecee89090963,
13366,4,0,20,2023-01-26 19:09:00.000,,,2023-01-26 19:11:31.598,2023-01-26 19:11:31.598,20,1.0833334,14.48,1.06,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:10:00.000,80f707f8-bc31-45fd-a520-feefade369c8,
52639,4,0,95,2023-01-25 00:25:00.000,,,2023-01-25 00:30:17.044,2023-01-25 00:30:17.044,95,1.3888888,73.11,4.72,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:26:00.000,31d3389d-59b1-49b0-8b4d-345f29ab9aab,
7319,4,0,11,2023-01-25 01:24:00.000,,,2023-01-25 01:25:44.074,2023-01-25 01:25:44.074,11,1.0833334,7.93,0.58,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:25:00.000,a70ae7ff-bf40-4a2f-885d-e348897281b5,
19688,4,0,33,2023-01-25 01:40:00.000,,,2023-01-25 01:41:06.863,2023-01-25 01:41:06.863,33,1.25,24.61,1.58,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:41:00.000,ca9ac250-018c-459c-b876-0ffa5359fd40,
4400,4,0,8,2023-01-26 17:11:00.000,,,2023-01-26 17:15:01.581,2023-01-26 17:15:01.581,8,1.3611112,5.99,0.39,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 17:12:00.000,3095de73-3f00-458c-b251-9c0ef32e622c,
48600,4,0,72,2023-01-26 19:23:00.000,,,2023-01-26 19:32:13.959,2023-01-26 19:32:13.959,72,1.0555556,51.3,6.84,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:24:00.000,7569634a-d65b-4136-b716-41c75cbe2b93,
8896,4,0,15,2023-01-25 04:55:00.000,,,2023-01-25 04:56:38.207,2023-01-25 04:56:38.207,15,1.25,11.12,0.75,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 04:56:00.000,42bb2a2f-969f-475d-9c98-4c45d20d710c,
60000,4,0,86,2023-01-26 19:23:00.000,,,2023-01-26 19:24:56.419,2023-01-26 19:24:56.419,86,1.0406666,62.44,4.29,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 19:24:00.000,5b93a898-270d-4f17-9a40-6dd6076ea4ba,
6856,4,0,11,2023-01-25 06:03:00.000,,,2023-01-25 06:06:01.111,2023-01-25 06:06:01.111,11,1.1944444,8.19,0.51,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:04:00.000,85268ea9-e690-48e3-acf3-0ce69b0bb775,
30861,4,0,41,2023-01-26 18:01:00.000,,,2023-01-26 18:05:52.248,2023-01-26 18:05:52.248,41,0.9166667,28.29,2.49,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 18:02:00.000,64729c93-9f31-4b38-b64c-40ac2922b53c,
15502,4,0,20,2023-01-25 06:16:00.000,,,2023-01-25 06:17:18.206,2023-01-25 06:17:18.206,20,0.8888889,13.78,1.05,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:17:00.000,88ff5829-d3ab-48d8-93c5-c1f9ac117bd1,
16554,4,0,24,2023-01-26 19:13:00.000,,,2023-01-26 19:13:42.329,2023-01-26 19:13:09.661,24,1.0335854,17.11,1.15,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:14:00.000,8b59569e-fcc0-4efe-b865-903e351376b9,
4824,4,0,8,2023-01-25 08:26:00.000,,,2023-01-25 08:29:53.754,2023-01-25 08:29:53.754,8,1.25,6.03,0.4,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 08:27:00.000,3d0eddf6-b1fa-49b1-b1e9-b6fe28826948,
18558,4,0,33,2023-01-26 19:25:00.000,,,2023-01-26 19:32:14.140,2023-01-26 19:32:14.140,33,1.3611112,25.26,1.58,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:26:00.000,23e43478-0316-4a1d-bef8-0aaf0c3394de,
24242,4,0,41,2023-01-25 08:40:00.000,,,2023-01-25 08:47:17.770,2023-01-25 08:47:17.770,41,1.2222222,29.63,2.09,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 08:41:00.000,5419970d-5c40-40c6-93a9-ec683b1570bd,
25614,4,0,39,2023-01-25 20:00:00.000,,,2023-01-25 20:01:36.850,2023-01-25 20:01:36.850,39,1.111111,28.46,1.91,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 20:01:00.000,64808008-8c3b-4257-928c-e7ed5adbc5e1,
5654,4,0,10,2023-01-25 21:20:00.000,,,2023-01-25 21:20:35.299,2023-01-25 21:20:35.299,10,1.3333334,7.54,0.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 21:21:00.000,b74af3f0-a094-4ee3-8787-3a395d190c52,
19478,4,0,28,2023-01-26 01:22:00.000,,,2023-01-26 01:27:12.829,2023-01-26 01:27:12.829,28,1.0277777,20.02,1.33,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:23:00.000,7e3d0622-42af-41f9-a067-60b6d1089beb,
7526,4,0,13,2023-01-26 01:50:00.000,,,2023-01-26 01:50:24.435,2023-01-26 01:50:23.012,13,1.3033893,9.809998,0.6099987,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:51:00.000,27d3ebb8-60d4-417b-9d8e-6616a79e1b5c,
6426,4,0,10,2023-01-26 03:40:00.000,,,2023-01-26 03:41:38.714,2023-01-26 03:41:38.714,10,1.1111112,7.14,0.63,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 03:41:00.000,e8bea1ec-9dfe-4c0b-8fb4-3cea9ca160ea,
5814,4,0,11,2023-01-26 08:34:00.000,,,2023-01-26 08:34:59.951,2023-01-26 08:34:59.951,11,1.4722222,8.56,0.53,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 08:35:00.000,b03b19d4-236b-435a-9ecc-5340f737f8ce,
7911,4,0,12,2023-01-26 15:25:00.000,,,2023-01-26 15:26:01.421,2023-01-26 15:26:01.421,12,1.1111112,8.79,0.73,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 15:26:00.000,9fa068f7-b4a1-4f5c-ae4b-1ce24e251fa0,
7247,4,0,13,2023-01-26 17:19:00.000,,,2023-01-26 17:19:20.502,2023-01-26 17:19:20.058,13,1.363236,9.879999,0.55,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 17:20:00.000,b5d8600d-7d49-4b82-b687-ed6029d53c40,
58261,4,0,79,2023-01-26 19:24:00.000,,,2023-01-26 19:24:57.820,2023-01-26 19:24:56.464,79,0.97148365,56.6,3.9499998,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 19:25:00.000,c71839f1-7533-42af-9ae8-99d0d0988a45,
15420,4,0,24,2023-01-26 18:02:00.000,,,2023-01-26 18:05:52.359,2023-01-26 18:05:52.359,24,1.1666666,17.99,1.1,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 18:03:00.000,c031907f-ab4f-4195-8bd2-999b58d24c28,
12817,4,0,23,2023-01-26 19:19:00.000,,,2023-01-26 19:32:13.486,2023-01-26 19:19:16.668,23,1.3754162,17.630062,1.2099985,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:20:00.000,291dd2e1-503c-4014-a674-60f1669336d8,
6937,4,0,10,2023-01-26 19:29:00.000,,,2023-01-26 19:32:14.222,2023-01-26 19:32:14.222,10,1.0277778,7.13,0.5,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:30:00.000,9f3d92fa-0457-49fe-b823-f5439c0838c8,
