FA:30:6C:FE:9A:40,name
datetime,value
2023-01-26 12:03:19.478000,22.875
2023-01-26 12:03:20.477000,23.125
2023-01-26 12:03:21.478000,23.0
2023-01-26 12:03:22.477000,22.875
2023-01-26 12:03:23.477000,22.875
2023-01-26 12:03:24.478000,22.875
2023-01-26 12:03:25.477000,22.875
2023-01-26 12:03:26.477000,23.0
2023-01-26 12:03:27.478000,22.875
2023-01-26 12:03:28.477000,23.125
2023-01-26 12:03:29.477000,22.875
2023-01-26 12:03:30.476000,23.0
2023-01-26 12:03:31.477000,23.125
2023-01-26 12:03:32.477000,22.875
2023-01-26 12:03:33.476000,23.125
2023-01-26 12:03:34.477000,23.0
2023-01-26 12:03:35.477000,22.875
2023-01-26 12:03:36.476000,22.75
2023-01-26 12:03:37.477000,23.0
2023-01-26 12:03:38.476000,23.125
2023-01-26 12:03:39.476000,22.875
2023-01-26 12:03:40.477000,23.125
2023-01-26 12:03:41.476000,22.875
2023-01-26 12:03:42.476000,22.875
2023-01-26 12:03:43.477000,23.0
2023-01-26 12:03:44.476000,22.875
2023-01-26 12:03:45.476000,22.875
2023-01-26 12:03:46.475000,23.125
2023-01-26 12:03:47.476000,23.0
2023-01-26 12:03:48.476000,22.875
2023-01-26 12:03:49.475000,23.0
2023-01-26 12:03:50.476000,23.125
2023-01-26 12:03:51.476000,22.875
2023-01-26 12:03:52.475000,22.75
2023-01-26 12:03:53.476000,23.125
2023-01-26 12:03:54.475000,23.0
2023-01-26 12:03:55.475000,23.0
2023-01-26 12:03:56.476000,23.125
2023-01-26 12:03:57.475000,23.0
2023-01-26 12:03:58.475000,23.125
2023-01-26 12:03:59.476000,23.125
2023-01-26 12:04:00.475000,23.0
2023-01-26 12:04:01.475000,23.0
2023-01-26 12:04:02.474000,23.0
2023-01-26 12:04:03.475000,23.125
2023-01-26 12:04:04.475000,23.125
2023-01-26 12:04:05.474000,23.125
2023-01-26 12:04:06.475000,23.125
2023-01-26 12:04:07.475000,23.125
2023-01-26 12:04:08.474000,23.0
2023-01-26 12:04:09.475000,23.0
