FF:30:2D:02:C6:4A,name
datetime,value
2023-01-26 11:59:57.360000,23.125
2023-01-26 11:59:58.359000,23.125
2023-01-26 11:59:59.360000,23.125
2023-01-26 12:00:00.360000,22.875
2023-01-26 12:00:01.359000,23.125
2023-01-26 12:00:02.360000,23.125
2023-01-26 12:00:03.359000,23.125
2023-01-26 12:00:04.359000,23.125
2023-01-26 12:00:05.360000,23.0
2023-01-26 12:00:06.359000,23.0
2023-01-26 12:00:07.359000,23.0
2023-01-26 12:00:08.360000,23.125
2023-01-26 12:00:09.359000,23.0
2023-01-26 12:00:10.359000,23.0
2023-01-26 12:00:11.358000,22.875
2023-01-26 12:00:12.359000,23.0
2023-01-26 12:00:13.359000,23.125
2023-01-26 12:00:14.358000,23.125
2023-01-26 12:00:15.359000,23.125
2023-01-26 12:00:16.359000,23.0
2023-01-26 12:00:17.358000,22.75
2023-01-26 12:00:18.359000,23.0
2023-01-26 12:00:19.358000,23.0
2023-01-26 12:00:20.358000,22.875
2023-01-26 12:00:21.359000,22.875
2023-01-26 12:00:22.358000,23.125
2023-01-26 12:00:23.358000,23.0
2023-01-26 12:00:24.359000,23.125
2023-01-26 12:00:25.358000,23.0
2023-01-26 12:00:26.358000,22.75
2023-01-26 12:00:27.357000,22.875
2023-01-26 12:00:28.358000,23.125
2023-01-26 12:00:29.358000,22.875
2023-01-26 12:00:30.357000,22.75
2023-01-26 12:00:31.358000,23.125
2023-01-26 12:00:32.358000,22.875
2023-01-26 12:00:33.357000,23.0
2023-01-26 12:00:34.358000,23.0
2023-01-26 12:00:35.357000,22.75
2023-01-26 12:00:36.357000,22.875
2023-01-26 12:00:37.358000,22.875
2023-01-26 12:00:38.357000,22.75
2023-01-26 12:00:39.357000,23.0
2023-01-26 12:00:40.358000,22.875
2023-01-26 12:00:41.357000,23.0
2023-01-26 12:00:42.357000,22.75
2023-01-26 12:00:43.356000,22.75
2023-01-26 12:00:44.357000,23.0
2023-01-26 12:00:45.357000,22.75
2023-01-26 12:00:46.356000,22.75
2023-01-26 12:00:47.357000,22.875
2023-01-26 12:00:48.357000,22.875
2023-01-26 12:00:49.356000,22.75
2023-01-26 12:00:50.357000,22.75
2023-01-26 12:00:51.356000,22.75
2023-01-26 12:00:52.356000,22.875
2023-01-26 12:00:53.357000,22.625
2023-01-26 12:00:54.356000,22.875
2023-01-26 12:00:55.356000,22.625
2023-01-26 12:00:56.357000,22.625
2023-01-26 12:00:57.356000,22.75
2023-01-26 12:00:58.356000,22.625
2023-01-26 12:00:59.355000,22.875
2023-01-26 12:01:00.356000,22.875
2023-01-26 12:01:01.356000,22.625
2023-01-26 12:01:02.355000,22.75
2023-01-26 12:01:03.356000,22.875
2023-01-26 12:01:04.356000,22.75
2023-01-26 12:01:05.355000,22.75
2023-01-26 12:01:06.356000,22.75
2023-01-26 12:01:07.355000,22.75
2023-01-26 12:01:08.355000,22.75
2023-01-26 12:01:09.356000,22.875
2023-01-26 12:01:10.355000,22.625
2023-01-26 12:01:11.355000,22.875
2023-01-26 12:01:12.356000,22.75
2023-01-26 12:01:13.355000,22.75
2023-01-26 12:01:14.355000,22.625
2023-01-26 12:01:15.354000,22.625
2023-01-26 12:01:16.355000,22.375
2023-01-26 12:01:17.355000,22.75
2023-01-26 12:01:18.354000,22.625
2023-01-26 12:01:19.355000,22.625
2023-01-26 12:01:20.355000,22.75
2023-01-26 12:01:21.354000,22.625
